CAFA_Id,Uniprot_Id
T96060011693,NXPE1_HUMAN
T96060011694,NXPE2_HUMAN
T96060011695,NXPE3_HUMAN
T96060011696,NXPE4_HUMAN
T96060011697,NXPH1_HUMAN
T96060011698,NXPH2_HUMAN
T96060011699,NXPH3_HUMAN
T96060011700,NXPH4_HUMAN
T96060011701,NXRD1_HUMAN
T96060011702,NXT1_HUMAN
T96060011703,NXT2_HUMAN
T96060011704,NYAP1_HUMAN
T96060011705,NYAP2_HUMAN
T96060011706,NYNRI_HUMAN
T96060011707,NYX_HUMAN
T96060011708,O10A2_HUMAN
T96060011709,O10A3_HUMAN
T96060011710,O10A4_HUMAN
T96060011711,O10A5_HUMAN
T96060011712,O10A6_HUMAN
T96060011713,O10A7_HUMAN
T96060011714,O10AC_HUMAN
T96060011715,O10AD_HUMAN
T96060011716,O10AG_HUMAN
T96060011717,O10C1_HUMAN
T96060011718,O10D3_HUMAN
T96060011719,O10D4_HUMAN
T96060011720,O10G2_HUMAN
T96060011721,O10G3_HUMAN
T96060011722,O10G4_HUMAN
T96060011723,O10G6_HUMAN
T96060011724,O10G7_HUMAN
T96060011725,O10G8_HUMAN
T96060011726,O10G9_HUMAN
T96060011727,O10H1_HUMAN
T96060011728,O10H2_HUMAN
T96060011729,O10H3_HUMAN
T96060011730,O10H4_HUMAN
T96060011731,O10H5_HUMAN
T96060011732,O10J1_HUMAN
T96060011733,O10J3_HUMAN
T96060011734,O10J4_HUMAN
T96060011735,O10J5_HUMAN
T96060011736,O10J6_HUMAN
T96060011737,O10K1_HUMAN
T96060011738,O10K2_HUMAN
T96060011739,O10P1_HUMAN
T96060011740,O10Q1_HUMAN
T96060011741,O10R2_HUMAN
T96060011742,O10S1_HUMAN
T96060011743,O10T2_HUMAN
T96060011744,O10V1_HUMAN
T96060011745,O10W1_HUMAN
T96060011746,O10X1_HUMAN
T96060011747,O10Z1_HUMAN
T96060011748,O11A1_HUMAN
T96060011749,O11G2_HUMAN
T96060011750,O11H1_HUMAN
T96060011751,O11H2_HUMAN
T96060011752,O11H4_HUMAN
T96060011753,O11H6_HUMAN
T96060011754,O11H7_HUMAN
T96060011755,O11HC_HUMAN
T96060011756,O11L1_HUMAN
T96060011757,O12D1_HUMAN
T96060011758,O12D2_HUMAN
T96060011759,O12D3_HUMAN
T96060011760,O13A1_HUMAN
T96060011761,O13C2_HUMAN
T96060011762,O13C3_HUMAN
T96060011763,O13C4_HUMAN
T96060011764,O13C5_HUMAN
T96060011765,O13C6_HUMAN
T96060011766,O13C7_HUMAN
T96060011767,O13C8_HUMAN
T96060011768,O13C9_HUMAN
T96060011769,O13D1_HUMAN
T96060011770,O13F1_HUMAN
T96060011771,O13G1_HUMAN
T96060011772,O13H1_HUMAN
T96060011773,O13J1_HUMAN
T96060011774,O14A2_HUMAN
T96060011775,O14AG_HUMAN
T96060011776,O14CZ_HUMAN
T96060011777,O14I1_HUMAN
T96060011778,O14J1_HUMAN
T96060011779,O14K1_HUMAN
T96060011780,O14L1_HUMAN
T96060011781,O2A12_HUMAN
T96060011782,O2A14_HUMAN
T96060011783,O2A25_HUMAN
T96060011784,O2AE1_HUMAN
T96060011785,O2AG1_HUMAN
T96060011786,O2AG2_HUMAN
T96060011787,O2AJ1_HUMAN
T96060011788,O2AK2_HUMAN
T96060011789,O2AP1_HUMAN
T96060011790,O2AT4_HUMAN
T96060011791,O2T10_HUMAN
T96060011792,O2T11_HUMAN
T96060011793,O2T12_HUMAN
T96060011794,O2T27_HUMAN
T96060011795,O2T29_HUMAN
T96060011796,O2T33_HUMAN
T96060011797,O2T34_HUMAN
T96060011798,O2T35_HUMAN
T96060011799,O4A15_HUMAN
T96060011800,O4A16_HUMAN
T96060011801,O4A47_HUMAN
T96060011802,O4C45_HUMAN
T96060011803,O4C46_HUMAN
T96060011804,O4F15_HUMAN
T96060011805,O4F17_HUMAN
T96060011806,O4F21_HUMAN
T96060011807,O51A2_HUMAN
T96060011808,O51A4_HUMAN
T96060011809,O51A7_HUMAN
T96060011810,O51B2_HUMAN
T96060011811,O51B4_HUMAN
T96060011812,O51B5_HUMAN
T96060011813,O51B6_HUMAN
T96060011814,O51D1_HUMAN
T96060011815,O51E1_HUMAN
T96060011816,O51E2_HUMAN
T96060011817,O51F1_HUMAN
T96060011818,O51F2_HUMAN
T96060011819,O51G1_HUMAN
T96060011820,O51G2_HUMAN
T96060011821,O51H1_HUMAN
T96060011822,O51I1_HUMAN
T96060011823,O51I2_HUMAN
T96060011824,O51J1_HUMAN
T96060011825,O51L1_HUMAN
T96060011826,O51M1_HUMAN
T96060011827,O51Q1_HUMAN
T96060011828,O51S1_HUMAN
T96060011829,O51T1_HUMAN
T96060011830,O51V1_HUMAN
T96060011831,O52A1_HUMAN
T96060011832,O52A4_HUMAN
T96060011833,O52A5_HUMAN
T96060011834,O52B2_HUMAN
T96060011835,O52B4_HUMAN
T96060011836,O52B6_HUMAN
T96060011837,O52D1_HUMAN
T96060011838,O52E1_HUMAN
T96060011839,O52E2_HUMAN
T96060011840,O52E4_HUMAN
T96060011841,O52E5_HUMAN
T96060011842,O52E6_HUMAN
T96060011843,O52E8_HUMAN
T96060011844,O52H1_HUMAN
T96060011845,O52I1_HUMAN
T96060011846,O52I2_HUMAN
T96060011847,O52J3_HUMAN
T96060011848,O52K1_HUMAN
T96060011849,O52K2_HUMAN
T96060011850,O52L1_HUMAN
T96060011851,O52L2_HUMAN
T96060011852,O52M1_HUMAN
T96060011853,O52N1_HUMAN
T96060011854,O52N2_HUMAN
T96060011855,O52N4_HUMAN
T96060011856,O52N5_HUMAN
T96060011857,O52P1_HUMAN
T96060011858,O52R1_HUMAN
T96060011859,O52W1_HUMAN
T96060011860,O52Z1_HUMAN
T96060011861,O56A1_HUMAN
T96060011862,O56A3_HUMAN
T96060011863,O56A4_HUMAN
T96060011864,O56A5_HUMAN
T96060011865,O56B1_HUMAN
T96060011866,O56B2_HUMAN
T96060011867,O56B4_HUMAN
T96060011868,O5AC1_HUMAN
T96060011869,O5AC2_HUMAN
T96060011870,O5AK2_HUMAN
T96060011871,O5AK3_HUMAN
T96060011872,O5AL1_HUMAN
T96060011873,O5AN1_HUMAN
T96060011874,O5AP2_HUMAN
T96060011875,O5AR1_HUMAN
T96060011876,O5AS1_HUMAN
T96060011877,O5AU1_HUMAN
T96060011878,O5H14_HUMAN
T96060011879,O5H15_HUMAN
T96060011880,O6C65_HUMAN
T96060011881,O6C68_HUMAN
T96060011882,O6C70_HUMAN
T96060011883,O6C74_HUMAN
T96060011884,O6C75_HUMAN
T96060011885,O6C76_HUMAN
T96060011886,O7E24_HUMAN
T96060011887,O8G2P_HUMAN
T96060011888,OAF_HUMAN
T96060011889,OARD1_HUMAN
T96060011890,OAS1_HUMAN
T96060011891,OAS2_HUMAN
T96060011892,OAS3_HUMAN
T96060011893,OASL_HUMAN
T96060011894,OAT_HUMAN
T96060011895,OAZ1_HUMAN
T96060011896,OAZ2_HUMAN
T96060011897,OAZ3_HUMAN
T96060011898,OBAS1_HUMAN
T96060011899,OBF1_HUMAN
T96060011900,OBI1_HUMAN
T96060011901,OBP2A_HUMAN
T96060011902,OBP2B_HUMAN
T96060011903,OBRG_HUMAN
T96060011904,OBSCN_HUMAN
T96060011905,OBSL1_HUMAN
T96060011906,OC90_HUMAN
T96060011907,OCAD1_HUMAN
T96060011908,OCAD2_HUMAN
T96060011909,OCC1_HUMAN
T96060011910,OCEL1_HUMAN
T96060011911,OCLN_HUMAN
T96060011912,OCM2_HUMAN
T96060011913,OCR1_HUMAN
T96060011914,OCRL_HUMAN
T96060011915,OCSTP_HUMAN
T96060011916,OCTC_HUMAN
T96060011917,OD3L1_HUMAN
T96060011918,OD3L2_HUMAN
T96060011919,ODAM_HUMAN
T96060011920,ODAPH_HUMAN
T96060011921,ODB2_HUMAN
T96060011922,ODBA_HUMAN
T96060011923,ODBB_HUMAN
T96060011924,ODC_HUMAN
T96060011925,ODF2L_HUMAN
T96060011926,ODF3A_HUMAN
T96060011927,ODF3B_HUMAN
T96060011928,ODFP1_HUMAN
T96060011929,ODFP2_HUMAN
T96060011930,ODFP4_HUMAN
T96060011931,ODO1_HUMAN
T96060011932,ODO2_HUMAN
T96060011933,ODP2_HUMAN
T96060011934,ODPAT_HUMAN
T96060011935,ODPA_HUMAN
T96060011936,ODPB_HUMAN
T96060011937,ODPX_HUMAN
T96060011938,ODR4_HUMAN
T96060011939,OFCC1_HUMAN
T96060011940,OFD1_HUMAN
T96060011941,OFUT1_HUMAN
T96060011942,OFUT2_HUMAN
T96060011943,OGA_HUMAN
T96060011944,OGDHL_HUMAN
T96060011945,OGFD1_HUMAN
T96060011946,OGFD2_HUMAN
T96060011947,OGFD3_HUMAN
T96060011948,OGFR_HUMAN
T96060011949,OGG1_HUMAN
T96060011950,OGR1_HUMAN
T96060011951,OGRL1_HUMAN
T96060011952,OGT1_HUMAN
T96060011953,OIT3_HUMAN
T96060011954,OLA1_HUMAN
T96060011955,OLFL1_HUMAN
T96060011956,OLFL3_HUMAN
T96060011957,OLFM4_HUMAN
T96060011958,OLIG1_HUMAN
T96060011959,OLIG2_HUMAN
T96060011960,OLIG3_HUMAN
T96060011961,OLM2A_HUMAN
T96060011962,OLM2B_HUMAN
T96060011963,OLR1_HUMAN
T96060011964,OMA1_HUMAN
T96060011965,OMD_HUMAN
T96060011966,OMGP_HUMAN
T96060011967,OMP_HUMAN
T96060011968,ONCM_HUMAN
T96060011969,ONCO_HUMAN
T96060011970,ONEC2_HUMAN
T96060011971,ONEC3_HUMAN
T96060011972,OOEP_HUMAN
T96060011973,OOSP1_HUMAN
T96060011974,OOSP2_HUMAN
T96060011975,OOSP3_HUMAN
T96060011976,OPA1_HUMAN
T96060011977,OPA3_HUMAN
T96060011978,OPALI_HUMAN
T96060011979,OPCM_HUMAN
T96060011980,OPHN1_HUMAN
T96060011981,OPLA_HUMAN
T96060011982,OPN3_HUMAN
T96060011983,OPN4_HUMAN
T96060011984,OPN5_HUMAN
T96060011985,OPRD_HUMAN
T96060011986,OPRK_HUMAN
T96060011987,OPRM_HUMAN
T96060011988,OPRX_HUMAN
T96060011989,OPSB_HUMAN
T96060011990,OPSD_HUMAN
T96060011991,OPSG2_HUMAN
T96060011992,OPSG3_HUMAN
T96060011993,OPSG_HUMAN
T96060011994,OPSR_HUMAN
T96060011995,OPSX_HUMAN
T96060011996,OPTN_HUMAN
T96060011997,OPT_HUMAN
T96060011998,OR1A1_HUMAN
T96060011999,OR1A2_HUMAN
T96060012000,OR1B1_HUMAN
T96060012001,OR1C1_HUMAN
T96060012002,OR1D2_HUMAN
T96060012003,OR1D4_HUMAN
T96060012004,OR1D5_HUMAN
T96060012005,OR1E1_HUMAN
T96060012006,OR1E2_HUMAN
T96060012007,OR1E3_HUMAN
T96060012008,OR1F1_HUMAN
T96060012009,OR1F2_HUMAN
T96060012010,OR1FC_HUMAN
T96060012011,OR1G1_HUMAN
T96060012012,OR1I1_HUMAN
T96060012013,OR1J1_HUMAN
T96060012014,OR1J2_HUMAN
T96060012015,OR1J4_HUMAN
T96060012016,OR1K1_HUMAN
T96060012017,OR1L1_HUMAN
T96060012018,OR1L3_HUMAN
T96060012019,OR1L4_HUMAN
T96060012020,OR1L6_HUMAN
T96060012021,OR1L8_HUMAN
T96060012022,OR1M1_HUMAN
T96060012023,OR1N1_HUMAN
T96060012024,OR1N2_HUMAN
T96060012025,OR1P1_HUMAN
T96060012026,OR1Q1_HUMAN
T96060012027,OR1S1_HUMAN
T96060012028,OR1S2_HUMAN
T96060012029,OR2A1_HUMAN
T96060012030,OR2A2_HUMAN
T96060012031,OR2A4_HUMAN
T96060012032,OR2A5_HUMAN
T96060012033,OR2A7_HUMAN
T96060012034,OR2B2_HUMAN
T96060012035,OR2B3_HUMAN
T96060012036,OR2B6_HUMAN
T96060012037,OR2B8_HUMAN
T96060012038,OR2BB_HUMAN
T96060012039,OR2C1_HUMAN
T96060012040,OR2C3_HUMAN
T96060012041,OR2D2_HUMAN
T96060012042,OR2D3_HUMAN
T96060012043,OR2F1_HUMAN
T96060012044,OR2F2_HUMAN
T96060012045,OR2G2_HUMAN
T96060012046,OR2G3_HUMAN
T96060012047,OR2G6_HUMAN
T96060012048,OR2H1_HUMAN
T96060012049,OR2H2_HUMAN
T96060012050,OR2I1_HUMAN
T96060012051,OR2J1_HUMAN
T96060012052,OR2J2_HUMAN
T96060012053,OR2J3_HUMAN
T96060012054,OR2K2_HUMAN
T96060012055,OR2L2_HUMAN
T96060012056,OR2L3_HUMAN
T96060012057,OR2L5_HUMAN
T96060012058,OR2L8_HUMAN
T96060012059,OR2LD_HUMAN
T96060012060,OR2M2_HUMAN
T96060012061,OR2M3_HUMAN
T96060012062,OR2M4_HUMAN
T96060012063,OR2M5_HUMAN
T96060012064,OR2M7_HUMAN
T96060012065,OR2S1_HUMAN
T96060012066,OR2T1_HUMAN
T96060012067,OR2T2_HUMAN
T96060012068,OR2T3_HUMAN
T96060012069,OR2T4_HUMAN
T96060012070,OR2T5_HUMAN
T96060012071,OR2T6_HUMAN
T96060012072,OR2T7_HUMAN
T96060012073,OR2T8_HUMAN
T96060012074,OR2V1_HUMAN
T96060012075,OR2V2_HUMAN
T96060012076,OR2W1_HUMAN
T96060012077,OR2W3_HUMAN
T96060012078,OR2W5_HUMAN
T96060012079,OR2W6_HUMAN
T96060012080,OR2Y1_HUMAN
T96060012081,OR2Z1_HUMAN
T96060012082,OR3A1_HUMAN
T96060012083,OR3A2_HUMAN
T96060012084,OR3A3_HUMAN
T96060012085,OR3A4_HUMAN
T96060012086,OR4A4_HUMAN
T96060012087,OR4A5_HUMAN
T96060012088,OR4A8_HUMAN
T96060012089,OR4B1_HUMAN
T96060012090,OR4C3_HUMAN
T96060012091,OR4C5_HUMAN
T96060012092,OR4C6_HUMAN
T96060012093,OR4CB_HUMAN
T96060012094,OR4CC_HUMAN
T96060012095,OR4CD_HUMAN
T96060012096,OR4CF_HUMAN
T96060012097,OR4CG_HUMAN
T96060012098,OR4D1_HUMAN
T96060012099,OR4D2_HUMAN
T96060012100,OR4D5_HUMAN
T96060012101,OR4D6_HUMAN
T96060012102,OR4D9_HUMAN
T96060012103,OR4DA_HUMAN
T96060012104,OR4DB_HUMAN
T96060012105,OR4E1_HUMAN
T96060012106,OR4E2_HUMAN
T96060012107,OR4F3_HUMAN
T96060012108,OR4F4_HUMAN
T96060012109,OR4F5_HUMAN
T96060012110,OR4F6_HUMAN
T96060012111,OR4K1_HUMAN
T96060012112,OR4K2_HUMAN
T96060012113,OR4K3_HUMAN
T96060012114,OR4K5_HUMAN
T96060012115,OR4KD_HUMAN
T96060012116,OR4KE_HUMAN
T96060012117,OR4KF_HUMAN
T96060012118,OR4KH_HUMAN
T96060012119,OR4L1_HUMAN
T96060012120,OR4M1_HUMAN
T96060012121,OR4M2_HUMAN
T96060012122,OR4N2_HUMAN
T96060012123,OR4N4_HUMAN
T96060012124,OR4N5_HUMAN
T96060012125,OR4P4_HUMAN
T96060012126,OR4Q2_HUMAN
T96060012127,OR4Q3_HUMAN
T96060012128,OR4S1_HUMAN
T96060012129,OR4S2_HUMAN
T96060012130,OR4X1_HUMAN
T96060012131,OR4X2_HUMAN
T96060012132,OR5A1_HUMAN
T96060012133,OR5A2_HUMAN
T96060012134,OR5B2_HUMAN
T96060012135,OR5B3_HUMAN
T96060012136,OR5BC_HUMAN
T96060012137,OR5BH_HUMAN
T96060012138,OR5BL_HUMAN
T96060012139,OR5C1_HUMAN
T96060012140,OR5DD_HUMAN
T96060012141,OR5DE_HUMAN
T96060012142,OR5DG_HUMAN
T96060012143,OR5DI_HUMAN
T96060012144,OR5F1_HUMAN
T96060012145,OR5G3_HUMAN
T96060012146,OR5H1_HUMAN
T96060012147,OR5H2_HUMAN
T96060012148,OR5H6_HUMAN
T96060012149,OR5H8_HUMAN
T96060012150,OR5I1_HUMAN
T96060012151,OR5J2_HUMAN
T96060012152,OR5K1_HUMAN
T96060012153,OR5K2_HUMAN
T96060012154,OR5K3_HUMAN
T96060012155,OR5K4_HUMAN
T96060012156,OR5L1_HUMAN
T96060012157,OR5L2_HUMAN
T96060012158,OR5M1_HUMAN
T96060012159,OR5M3_HUMAN
T96060012160,OR5M8_HUMAN
T96060012161,OR5M9_HUMAN
T96060012162,OR5MA_HUMAN
T96060012163,OR5MB_HUMAN
T96060012164,OR5P2_HUMAN
T96060012165,OR5P3_HUMAN
T96060012166,OR5R1_HUMAN
T96060012167,OR5T1_HUMAN
T96060012168,OR5T2_HUMAN
T96060012169,OR5T3_HUMAN
T96060012170,OR5V1_HUMAN
T96060012171,OR5W2_HUMAN
T96060012172,OR6A2_HUMAN
T96060012173,OR6B1_HUMAN
T96060012174,OR6B2_HUMAN
T96060012175,OR6B3_HUMAN
T96060012176,OR6C1_HUMAN
T96060012177,OR6C2_HUMAN
T96060012178,OR6C3_HUMAN
T96060012179,OR6C4_HUMAN
T96060012180,OR6C6_HUMAN
T96060012181,OR6F1_HUMAN
T96060012182,OR6J1_HUMAN
T96060012183,OR6K2_HUMAN
T96060012184,OR6K3_HUMAN
T96060012185,OR6K6_HUMAN
T96060012186,OR6M1_HUMAN
T96060012187,OR6N1_HUMAN
T96060012188,OR6N2_HUMAN
T96060012189,OR6P1_HUMAN
T96060012190,OR6Q1_HUMAN
T96060012191,OR6S1_HUMAN
T96060012192,OR6T1_HUMAN
T96060012193,OR6V1_HUMAN
T96060012194,OR6X1_HUMAN
T96060012195,OR6Y1_HUMAN
T96060012196,OR7A2_HUMAN
T96060012197,OR7A5_HUMAN
T96060012198,OR7AA_HUMAN
T96060012199,OR7AH_HUMAN
T96060012200,OR7C1_HUMAN
T96060012201,OR7C2_HUMAN
T96060012202,OR7D2_HUMAN
T96060012203,OR7D4_HUMAN
T96060012204,OR7G1_HUMAN
T96060012205,OR7G2_HUMAN
T96060012206,OR7G3_HUMAN
T96060012207,OR83P_HUMAN
T96060012208,OR8A1_HUMAN
T96060012209,OR8B2_HUMAN
T96060012210,OR8B3_HUMAN
T96060012211,OR8B4_HUMAN
T96060012212,OR8B8_HUMAN
T96060012213,OR8BC_HUMAN
T96060012214,OR8D1_HUMAN
T96060012215,OR8D2_HUMAN
T96060012216,OR8D4_HUMAN
T96060012217,OR8G1_HUMAN
T96060012218,OR8G5_HUMAN
T96060012219,OR8H1_HUMAN
T96060012220,OR8H2_HUMAN
T96060012221,OR8H3_HUMAN
T96060012222,OR8I2_HUMAN
T96060012223,OR8J1_HUMAN
T96060012224,OR8J2_HUMAN
T96060012225,OR8J3_HUMAN
T96060012226,OR8K1_HUMAN
T96060012227,OR8K3_HUMAN
T96060012228,OR8K5_HUMAN
T96060012229,OR8S1_HUMAN
T96060012230,OR8U1_HUMAN
T96060012231,OR8U8_HUMAN
T96060012232,OR8U9_HUMAN
T96060012233,OR9A1_HUMAN
T96060012234,OR9A2_HUMAN
T96060012235,OR9A4_HUMAN
T96060012236,OR9G1_HUMAN
T96060012237,OR9G4_HUMAN
T96060012238,OR9G9_HUMAN
T96060012239,OR9I1_HUMAN
T96060012240,OR9K2_HUMAN
T96060012241,OR9Q1_HUMAN
T96060012242,OR9Q2_HUMAN
T96060012243,ORAI2_HUMAN
T96060012244,ORAI3_HUMAN
T96060012245,ORC1_HUMAN
T96060012246,ORC2_HUMAN
T96060012247,ORC3_HUMAN
T96060012248,ORC4_HUMAN
T96060012249,ORC5_HUMAN
T96060012250,ORC6_HUMAN
T96060012251,OREX_HUMAN
T96060012252,ORML1_HUMAN
T96060012253,ORML2_HUMAN
T96060012254,ORML3_HUMAN
T96060012255,ORNT1_HUMAN
T96060012256,ORNT2_HUMAN
T96060012257,ORN_HUMAN
T96060012258,OS9_HUMAN
T96060012259,OSB10_HUMAN
T96060012260,OSB11_HUMAN
T96060012261,OSBL1_HUMAN
T96060012262,OSBL2_HUMAN
T96060012263,OSBL3_HUMAN
T96060012264,OSBL5_HUMAN
T96060012265,OSBL6_HUMAN
T96060012266,OSBL7_HUMAN
T96060012267,OSBL8_HUMAN
T96060012268,OSBL9_HUMAN
T96060012269,OSBP1_HUMAN
T96060012270,OSBP2_HUMAN
T96060012271,OSCAR_HUMAN
T96060012272,OSCP1_HUMAN
T96060012273,OSER1_HUMAN
T96060012274,OSGEP_HUMAN
T96060012275,OSGI1_HUMAN
T96060012276,OSGI2_HUMAN
T96060012277,OSGP2_HUMAN
T96060012278,OSMR_HUMAN
T96060012279,OSP4A_HUMAN
T96060012280,OSP4B_HUMAN
T96060012281,OSR1_HUMAN
T96060012282,OSR2_HUMAN
T96060012283,OST48_HUMAN
T96060012284,OST4_HUMAN
T96060012285,OSTA_HUMAN
T96060012286,OSTB_HUMAN
T96060012287,OSTCN_HUMAN
T96060012288,OSTC_HUMAN
T96060012289,OSTF1_HUMAN
T96060012290,OSTM1_HUMAN
T96060012291,OSTN_HUMAN
T96060012292,OSTP_HUMAN
T96060012293,OTC_HUMAN
T96060012294,OTOAN_HUMAN
T96060012295,OTOF_HUMAN
T96060012296,OTOGL_HUMAN
T96060012297,OTOG_HUMAN
T96060012298,OTOL1_HUMAN
T96060012299,OTOP1_HUMAN
T96060012300,OTOP2_HUMAN
T96060012301,OTOP3_HUMAN
T96060012302,OTOR_HUMAN
T96060012303,OTOSP_HUMAN
T96060012304,OTP_HUMAN
T96060012305,OTU1_HUMAN
T96060012306,OTU6A_HUMAN
T96060012307,OTU6B_HUMAN
T96060012308,OTU7A_HUMAN
T96060012309,OTU7B_HUMAN
T96060012310,OTUB1_HUMAN
T96060012311,OTUB2_HUMAN
T96060012312,OTUD1_HUMAN
T96060012313,OTUD3_HUMAN
T96060012314,OTUD4_HUMAN
T96060012315,OTUD5_HUMAN
T96060012316,OTULL_HUMAN
T96060012317,OTUL_HUMAN
T96060012318,OTX1_HUMAN
T96060012319,OTX2_HUMAN
T96060012320,OVCA2_HUMAN
T96060012321,OVCH1_HUMAN
T96060012322,OVCH2_HUMAN
T96060012323,OVGP1_HUMAN
T96060012324,OVOL1_HUMAN
T96060012325,OVOL2_HUMAN
T96060012326,OVOL3_HUMAN
T96060012327,OVOS1_HUMAN
T96060012328,OVOS2_HUMAN
T96060012329,OX1R_HUMAN
T96060012330,OX26_HUMAN
T96060012331,OX2G_HUMAN
T96060012332,OX2R_HUMAN
T96060012333,OXA1L_HUMAN
T96060012334,OXDA_HUMAN
T96060012335,OXDD_HUMAN
T96060012336,OXER1_HUMAN
T96060012337,OXGR1_HUMAN
T96060012338,OXLA_HUMAN
T96060012339,OXLD1_HUMAN
T96060012340,OXND1_HUMAN
T96060012341,OXR1_HUMAN
T96060012342,OXSM_HUMAN
T96060012343,OXSR1_HUMAN
T96060012344,OXYR_HUMAN
T96060012345,OZF_HUMAN
T96060012346,P121A_HUMAN
T96060012347,P121B_HUMAN
T96060012348,P121C_HUMAN
T96060012349,P12L1_HUMAN
T96060012350,P12L2_HUMAN
T96060012351,P12LL_HUMAN
T96060012352,P1L12_HUMAN
T96060012353,P20D1_HUMAN
T96060012354,P20D2_HUMAN
T96060012355,P20L1_HUMAN
T96060012356,P210L_HUMAN
T96060012357,P23D1_HUMAN
T96060012358,P23D2_HUMAN
T96060012359,P2R3A_HUMAN
T96060012360,P2R3B_HUMAN
T96060012361,P2R3C_HUMAN
T96060012362,P2RX1_HUMAN
T96060012363,P2RX2_HUMAN
T96060012364,P2RX3_HUMAN
T96060012365,P2RX4_HUMAN
T96060012366,P2RX5_HUMAN
T96060012367,P2RX6_HUMAN
T96060012368,P2RX7_HUMAN
T96060012369,P2RY1_HUMAN
T96060012370,P2RY2_HUMAN
T96060012371,P2RY4_HUMAN
T96060012372,P2RY6_HUMAN
T96060012373,P2RY8_HUMAN
T96060012374,P2Y10_HUMAN
T96060012375,P2Y11_HUMAN
T96060012376,P2Y12_HUMAN
T96060012377,P2Y13_HUMAN
T96060012378,P2Y14_HUMAN
T96060012379,P33MX_HUMAN
T96060012380,P3C2A_HUMAN
T96060012381,P3C2B_HUMAN
T96060012382,P3C2G_HUMAN
T96060012383,P3H1_HUMAN
T96060012384,P3H2_HUMAN
T96060012385,P3H3_HUMAN
T96060012386,P3IP1_HUMAN
T96060012387,P3URF_HUMAN
T96060012388,P3_HUMAN
T96060012389,P4HA1_HUMAN
T96060012390,P4HA2_HUMAN
T96060012391,P4HA3_HUMAN
T96060012392,P4HTM_HUMAN
T96060012393,P4K2A_HUMAN
T96060012394,P4K2B_HUMAN
T96060012395,P4R3A_HUMAN
T96060012396,P4R3B_HUMAN
T96060012397,P4R3C_HUMAN
T96060012398,P52K_HUMAN
T96060012399,P53_HUMAN
T96060012400,P55G_HUMAN
T96060012401,P5CR1_HUMAN
T96060012402,P5CR2_HUMAN
T96060012403,P5CR3_HUMAN
T96060012404,P5CS_HUMAN
T96060012405,P5F1B_HUMAN
T96060012406,P5I11_HUMAN
T96060012407,P5I13_HUMAN
T96060012408,P63_HUMAN
T96060012409,P66A_HUMAN
T96060012410,P66B_HUMAN
T96060012411,P73_HUMAN
T96060012412,P85A_HUMAN
T96060012413,P85B_HUMAN
T96060012414,PA1B2_HUMAN
T96060012415,PA1B3_HUMAN
T96060012416,PA21B_HUMAN
T96060012417,PA24A_HUMAN
T96060012418,PA24B_HUMAN
T96060012419,PA24C_HUMAN
T96060012420,PA24D_HUMAN
T96060012421,PA24E_HUMAN
T96060012422,PA24F_HUMAN
T96060012423,PA2G3_HUMAN
T96060012424,PA2G4_HUMAN
T96060012425,PA2G5_HUMAN
T96060012426,PA2GA_HUMAN
T96060012427,PA2GC_HUMAN
T96060012428,PA2GD_HUMAN
T96060012429,PA2GE_HUMAN
T96060012430,PA2GF_HUMAN
T96060012431,PA2GX_HUMAN
T96060012432,PAAF1_HUMAN
T96060012433,PAB4L_HUMAN
T96060012434,PABP1_HUMAN
T96060012435,PABP2_HUMAN
T96060012436,PABP3_HUMAN
T96060012437,PABP4_HUMAN
T96060012438,PABP5_HUMAN
T96060012439,PACA_HUMAN
T96060012440,PACC1_HUMAN
T96060012441,PACE1_HUMAN
T96060012442,PACER_HUMAN
T96060012443,PACN1_HUMAN
T96060012444,PACN2_HUMAN
T96060012445,PACN3_HUMAN
T96060012446,PACRG_HUMAN
T96060012447,PACRL_HUMAN
T96060012448,PACR_HUMAN
T96060012449,PACS1_HUMAN
T96060012450,PACS2_HUMAN
T96060012451,PADC1_HUMAN
T96060012452,PADI1_HUMAN
T96060012453,PADI2_HUMAN
T96060012454,PADI3_HUMAN
T96060012455,PADI4_HUMAN
T96060012456,PADI6_HUMAN
T96060012457,PAEP_HUMAN
T96060012458,PAF15_HUMAN
T96060012459,PAF1_HUMAN
T96060012460,PAFA2_HUMAN
T96060012461,PAFA_HUMAN
T96060012462,PAG15_HUMAN
T96060012463,PAGE1_HUMAN
T96060012464,PAGE2_HUMAN
T96060012465,PAGE3_HUMAN
T96060012466,PAGE4_HUMAN
T96060012467,PAGE5_HUMAN
T96060012468,PAGR1_HUMAN
T96060012469,PAHO_HUMAN
T96060012470,PAHX_HUMAN
T96060012471,PAI1_HUMAN
T96060012472,PAI2B_HUMAN
T96060012473,PAI2_HUMAN
T96060012474,PAIP1_HUMAN
T96060012475,PAIP2_HUMAN
T96060012476,PAIRB_HUMAN
T96060012477,PAK1_HUMAN
T96060012478,PAK2_HUMAN
T96060012479,PAK3_HUMAN
T96060012480,PAK4_HUMAN
T96060012481,PAK5_HUMAN
T96060012482,PAK6_HUMAN
T96060012483,PAL4A_HUMAN
T96060012484,PAL4C_HUMAN
T96060012485,PAL4D_HUMAN
T96060012486,PAL4E_HUMAN
T96060012487,PAL4F_HUMAN
T96060012488,PAL4G_HUMAN
T96060012489,PAL4H_HUMAN
